Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit
3864,CA-2017-123246,10/17/2017,10/19/2017,Second Class,AJ-10960,Astrea Jones,Consumer,United States,San Diego,California,92037,West,Anna Andreadi,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,Not,10.64,4,0.00,2.77
3865,CA-2015-157133,11/28/2015,11/28/2015,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Champaign,Illinois,61821,Central,Kelly Williams,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",Not,151.96,5,0.60,-182.35
3866,CA-2014-124709,7/27/2014,7/29/2014,Second Class,GW-14605,Giulietta Weimer,Consumer,United States,San Francisco,California,94122,West,Anna Andreadi,TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,Not,238.00,2,0.00,38.08
3867,CA-2017-146360,4/23/2017,4/25/2017,Second Class,SC-20305,Sean Christensen,Consumer,United States,Lawrence,Indiana,46226,Central,Kelly Williams,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",Not,155.34,6,0.00,55.92
3868,CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,Not,148.32,9,0.00,63.78
3869,CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",Not,240.78,1,0.20,27.09
3870,CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,Not,191.97,7,0.20,16.80
3871,CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,Not,11.56,2,0.00,5.66
3872,CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",Not,11.80,4,0.00,5.66
3873,CA-2015-132486,10/23/2015,10/27/2015,Second Class,JF-15355,Jay Fein,Consumer,United States,San Diego,California,92105,West,Anna Andreadi,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Not,842.35,3,0.20,42.12
3874,CA-2016-136231,5/9/2016,7/9/2016,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,Cassandra Brandow,OFF-EN-10001099,Office Supplies,Envelopes,Staple envelope,Not,23.47,3,0.20,7.63
3875,CA-2016-136231,5/9/2016,7/9/2016,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,Cassandra Brandow,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Not,86.06,7,0.70,-63.11
3876,CA-2016-136231,5/9/2016,7/9/2016,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,Cassandra Brandow,TEC-PH-10002660,Technology,Phones,Nortel Networks T7316 E Nt8 B27,Not,108.78,2,0.20,6.80
3877,CA-2016-136231,5/9/2016,7/9/2016,Second Class,DM-13015,Darrin Martin,Consumer,United States,Johnson City,Tennessee,37604,South,Cassandra Brandow,OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,Not,10.27,3,0.20,3.21
3878,CA-2016-140641,10/28/2016,10/28/2016,Standard Class,EP-13915,Emily Phan,Consumer,United States,Tampa,Florida,33614,South,Cassandra Brandow,OFF-BI-10001191,Office Supplies,Binders,Canvas Sectional Post Binders,Not,38.19,5,0.70,-26.73
3879,CA-2014-151001,5/4/2014,7/4/2014,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,Kelly Williams,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",Not,49.63,4,0.20,3.72
3880,CA-2014-151001,5/4/2014,7/4/2014,First Class,JG-15805,John Grady,Corporate,United States,Decatur,Illinois,62521,Central,Kelly Williams,OFF-ST-10001031,Office Supplies,Storage,Adjustable Personal File Tote,Not,52.10,4,0.20,3.91
3881,CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,Anna Andreadi,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,Not,9.57,2,0.20,2.99
3882,CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,Anna Andreadi,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Not,82.37,2,0.20,-19.56
3883,CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,Anna Andreadi,FUR-FU-10004904,Furniture,Furnishings,"Eldon ""L"" Workstation Diamond Chairmat",Not,364.70,6,0.20,-36.47
3884,CA-2015-129896,6/15/2015,6/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,Anna Andreadi,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",Not,40.26,4,0.20,11.07
3885,CA-2014-152849,5/7/2014,12/7/2014,Standard Class,DW-13195,David Wiener,Corporate,United States,Knoxville,Tennessee,37918,South,Cassandra Brandow,OFF-AR-10002833,Office Supplies,Art,Newell 322,Not,4.37,3,0.20,0.38
3886,US-2017-127341,1/29/2017,2/2/2017,Standard Class,CK-12595,Clytie Kelty,Consumer,United States,Chicago,Illinois,60653,Central,Kelly Williams,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Not,12.13,4,0.80,-20.62
3887,CA-2016-167759,3/3/2016,8/3/2016,Second Class,CC-12670,Craig Carreira,Consumer,United States,Bloomington,Indiana,47401,Central,Kelly Williams,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,Yes,134.85,3,0.00,37.76
3888,CA-2014-100895,2/6/2014,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,Cassandra Brandow,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",Not,8.56,2,0.00,2.65
3889,CA-2014-100895,2/6/2014,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,Cassandra Brandow,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,Not,239.97,3,0.00,67.19
3890,CA-2014-100895,2/6/2014,6/6/2014,Standard Class,SV-20785,Stewart Visinsky,Consumer,United States,Roswell,Georgia,30076,South,Cassandra Brandow,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",Not,356.94,2,0.00,107.08
3891,US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Not,659.90,2,0.00,217.77
3892,US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,FUR-CH-10001394,Furniture,Chairs,Global Leather Executive Chair,Not,1684.75,6,0.20,210.59
3893,US-2016-163881,11/24/2016,11/30/2016,Standard Class,SP-20860,Sung Pak,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-AC-10000420,Technology,Accessories,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Not,559.92,8,0.00,190.37
3894,US-2016-144547,10/11/2016,11/14/2016,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Houston,Texas,77036,Central,Kelly Williams,TEC-AC-10004901,Technology,Accessories,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Not,279.94,7,0.20,48.99
3895,US-2014-112200,11/22/2014,11/28/2014,Standard Class,TC-21475,Tony Chapman,Home Office,United States,Bolingbrook,Illinois,60440,Central,Kelly Williams,OFF-BI-10002571,Office Supplies,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Not,9.98,5,0.80,-16.47
3896,CA-2017-110212,1/5/2017,5/5/2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Texarkana,Arkansas,71854,South,Cassandra Brandow,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",Not,48.90,5,0.00,18.09
3897,CA-2017-134285,7/12/2017,12/12/2017,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,Not,3.55,3,0.20,1.24
3898,CA-2017-134285,7/12/2017,12/12/2017,Standard Class,DS-13180,David Smith,Corporate,United States,San Antonio,Texas,78207,Central,Kelly Williams,OFF-PA-10000304,Office Supplies,Paper,Xerox 1995,Not,15.55,3,0.20,5.44
3899,CA-2017-102267,11/30/2017,11/30/2017,Standard Class,SC-20800,Stuart Calhoun,Consumer,United States,Edinburg,Texas,78539,Central,Kelly Williams,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,Not,2.37,2,0.20,0.83
3900,CA-2017-157980,7/12/2017,9/12/2017,First Class,SH-20395,Shahid Hopkins,Consumer,United States,Toledo,Ohio,43615,East,Chuck Magee,TEC-AC-10002567,Technology,Accessories,Logitech G602 Wireless Gaming Mouse,Not,127.98,2,0.20,25.60
3901,CA-2015-121097,3/1/2015,8/1/2015,Standard Class,SF-20965,Sylvia Foulston,Corporate,United States,Baytown,Texas,77520,Central,Kelly Williams,OFF-PA-10001937,Office Supplies,Paper,Xerox 21,Not,10.37,2,0.20,3.63
3902,CA-2015-151043,11/14/2015,11/20/2015,Standard Class,MG-17680,Maureen Gastineau,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-AC-10001090,Technology,Accessories,Micro Innovations Wireless Classic Keyboard with Mouse,Not,47.98,2,0.20,-1.20
3903,US-2015-119312,2/10/2015,7/10/2015,Second Class,CS-12400,Christopher Schild,Home Office,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Not,270.34,14,0.00,75.70
3904,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,Not,98.11,7,0.20,18.40
3905,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-ST-10003816,Office Supplies,Storage,Fellowes High-Stak Drawer Files,Not,563.81,4,0.20,21.14
3906,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,Not,10.43,4,0.70,-6.95
3907,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,Not,547.14,4,0.20,-68.39
3908,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Not,14.85,5,0.40,-3.22
3909,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,Not,41.99,2,0.40,-9.80
3910,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Not,7.58,1,0.20,2.37
3911,CA-2015-167010,5/4/2015,10/4/2015,Standard Class,VT-21700,Valerie Takahito,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,FUR-BO-10004218,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Not,352.45,5,0.50,-211.47
3912,CA-2017-126788,5/6/2017,6/6/2017,First Class,AB-10105,Adrian Barton,Consumer,United States,Pearland,Texas,77581,Central,Kelly Williams,TEC-PH-10001619,Technology,Phones,LG G3,Not,470.38,3,0.20,52.92
3913,CA-2017-148068,9/18/2017,9/25/2017,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,Not,19.44,3,0.00,9.33
3914,CA-2017-148068,9/18/2017,9/25/2017,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,New York City,New York,10035,East,Chuck Magee,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,Not,9.82,2,0.00,3.24
3915,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,FUR-TA-10001932,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Not,801.60,5,0.50,-448.90
3916,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",Not,161.57,2,0.20,10.10
3917,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,Not,16.10,2,0.20,5.23
3918,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,OFF-BI-10003350,Office Supplies,Binders,Acco Expandable Hanging Binders,Not,7.66,4,0.70,-6.12
3919,US-2017-142573,7/18/2017,7/23/2017,Standard Class,ML-17410,Maris LaWare,Consumer,United States,Phoenix,Arizona,85023,West,Anna Andreadi,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,Not,311.98,3,0.20,-42.90
3920,US-2015-148817,1/12/2015,7/12/2015,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320,South,Cassandra Brandow,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",Not,61.68,4,0.00,16.65
3921,US-2015-148817,1/12/2015,7/12/2015,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Chesapeake,Virginia,23320,South,Cassandra Brandow,OFF-BI-10004233,Office Supplies,Binders,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Not,63.96,4,0.00,30.70
3922,CA-2016-110044,6/28/2016,6/28/2016,Second Class,RF-19735,Roland Fjeld,Consumer,United States,Chicago,Illinois,60610,Central,Kelly Williams,TEC-PH-10001299,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,Not,359.98,3,0.20,36.00
3923,CA-2017-146920,8/28/2017,8/28/2017,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Not,25.34,6,0.20,7.92
3924,CA-2017-146920,8/28/2017,8/28/2017,Standard Class,SC-20305,Sean Christensen,Consumer,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-PA-10001461,Office Supplies,Paper,HP Office Paper (20Lb. and 87 Bright),Not,26.72,5,0.20,9.35
3925,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-ST-10004963,Office Supplies,Storage,Eldon Gobal File Keepers,Yes,30.28,2,0.00,1.21
3926,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Yes,57.93,3,0.00,16.22
3927,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",Yes,35.34,2,0.00,13.43
3928,CA-2014-103940,9/17/2014,9/21/2014,Standard Class,BN-11515,Bradley Nguyen,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,Yes,137.24,5,0.20,46.32
3929,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,Kelly Williams,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Not,241.33,5,0.32,-14.20
3930,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,Kelly Williams,OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,Not,5.18,1,0.20,1.88
3931,CA-2016-162082,3/14/2016,3/17/2016,First Class,JS-15880,John Stevenson,Consumer,United States,Harlingen,Texas,78550,Central,Kelly Williams,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",Not,145.54,7,0.20,16.37
3932,CA-2016-132094,8/26/2016,8/26/2016,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,OFF-AR-10004165,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Not,5.47,3,0.20,1.64
3933,CA-2016-132094,8/26/2016,8/26/2016,Standard Class,VG-21805,Vivek Grady,Corporate,United States,Philadelphia,Pennsylvania,19140,East,Chuck Magee,TEC-AC-10001109,Technology,Accessories,Logitech Trackman Marble Mouse,Not,47.98,2,0.20,13.20
3934,CA-2017-123001,2/9/2017,8/9/2017,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",Not,9.40,5,0.00,2.73
3935,CA-2017-123001,2/9/2017,8/9/2017,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,OFF-LA-10004544,Office Supplies,Labels,Avery 505,Not,74.00,5,0.00,37.00
3936,CA-2017-123001,2/9/2017,8/9/2017,Standard Class,AW-10840,Anthony Witt,Consumer,United States,Bakersfield,California,93309,West,Anna Andreadi,TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,Not,201.58,2,0.20,12.60
3937,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,Kelly Williams,OFF-EN-10001028,Office Supplies,Envelopes,Staple envelope,Not,28.75,3,0.20,9.34
3938,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,Kelly Williams,OFF-PA-10004156,Office Supplies,Paper,Xerox 188,Not,27.22,3,0.20,9.87
3939,CA-2015-118955,6/16/2015,6/20/2015,Standard Class,LS-17230,Lycoris Saunders,Consumer,United States,Grand Prairie,Texas,75051,Central,Kelly Williams,FUR-CH-10001708,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Not,197.37,2,0.30,-25.38
3940,US-2016-143448,10/12/2016,10/12/2016,Same Day,MH-17455,Mark Hamilton,Consumer,United States,Greenwood,Indiana,46142,Central,Kelly Williams,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,Not,1424.90,5,0.00,356.23
3941,CA-2017-117863,5/18/2017,5/23/2017,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,Chuck Magee,FUR-FU-10002456,Furniture,Furnishings,"Master Caster Door Stop, Large Neon Orange",Not,14.56,2,0.00,6.26
3942,CA-2017-117863,5/18/2017,5/23/2017,Standard Class,TS-21340,Toby Swindell,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Not,3.05,1,0.20,1.03
3943,CA-2017-160458,5/27/2017,5/29/2017,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,38109,South,Cassandra Brandow,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,Not,25.92,5,0.20,9.07
3944,US-2016-142685,6/23/2016,6/30/2016,Standard Class,MG-17695,Maureen Gnade,Consumer,United States,Buffalo,New York,14215,East,Chuck Magee,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,Not,835.17,7,0.00,16.70
3945,CA-2016-133144,5/16/2016,5/21/2016,Second Class,DO-13435,Denny Ordway,Consumer,United States,Los Angeles,California,90036,West,Anna Andreadi,OFF-PA-10004971,Office Supplies,Paper,Xerox 196,Not,17.34,3,0.00,8.50
3946,CA-2017-167871,11/18/2017,11/23/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,Cassandra Brandow,OFF-PA-10001977,Office Supplies,Paper,Xerox 194,Not,44.38,1,0.20,15.53
3947,CA-2017-167871,11/18/2017,11/23/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Homestead,Florida,33030,South,Cassandra Brandow,OFF-SU-10001225,Office Supplies,Supplies,Staple remover,Not,2.94,1,0.20,-0.66
3948,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,Kelly Williams,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,Not,6.37,2,0.20,1.03
3949,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,Kelly Williams,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Not,48.85,2,0.20,15.88
3950,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,Kelly Williams,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,Not,19.65,2,0.20,6.63
3951,CA-2016-119963,11/18/2016,11/22/2016,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Pasadena,Texas,77506,Central,Kelly Williams,FUR-CH-10003817,Furniture,Chairs,"Global Value Steno Chair, Gray",Not,255.11,6,0.30,-18.22
3952,CA-2014-121167,11/28/2014,11/30/2014,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,Freeport,New York,11520,East,Chuck Magee,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Not,17.25,2,0.20,6.04
3953,US-2016-151862,1/3/2016,8/3/2016,Standard Class,ON-18715,Odella Nelson,Corporate,United States,Denver,Colorado,80219,West,Anna Andreadi,TEC-PH-10003535,Technology,Phones,RCA ViSYS 25423RE1 Corded phone,Not,159.98,2,0.20,14.00
3954,CA-2017-152961,1/15/2017,1/19/2017,Standard Class,SC-20095,Sanjit Chand,Consumer,United States,Quincy,Massachusetts,2169,East,Chuck Magee,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Not,12.70,2,0.00,5.84
3955,CA-2014-133228,4/4/2014,9/4/2014,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,Kelly Williams,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,Not,5.47,1,0.00,2.35
3956,CA-2014-133228,4/4/2014,9/4/2014,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Detroit,Michigan,48205,Central,Kelly Williams,OFF-AR-10001955,Office Supplies,Art,Newell 319,Not,79.36,4,0.00,23.81
3957,CA-2016-114951,6/26/2016,6/26/2016,Standard Class,DN-13690,Duane Noonan,Consumer,United States,San Francisco,California,94109,West,Anna Andreadi,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",Not,22.14,3,0.00,6.42
3958,CA-2016-156573,5/29/2016,5/29/2016,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,Not,11.28,3,0.70,-8.65
3959,CA-2016-156573,5/29/2016,5/29/2016,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,OFF-AR-10003732,Office Supplies,Art,Newell 333,Not,4.45,2,0.20,0.33
3960,CA-2016-156573,5/29/2016,5/29/2016,Standard Class,RB-19360,Raymond Buch,Consumer,United States,Nashville,Tennessee,37211,South,Cassandra Brandow,FUR-FU-10001085,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,Not,44.76,3,0.20,14.55
3961,CA-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,Not,38.28,6,0.00,17.61
3962,CA-2015-113901,10/19/2015,10/24/2015,Standard Class,NH-18610,Nicole Hansen,Corporate,United States,Detroit,Michigan,48227,Central,Kelly Williams,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,Not,149.95,5,0.00,44.99
3963,CA-2017-134838,2/19/2017,2/20/2017,First Class,ED-13885,Emily Ducich,Home Office,United States,Los Angeles,California,90045,West,Anna Andreadi,OFF-AR-10000634,Office Supplies,Art,Newell 320,Not,12.84,3,0.00,3.47
